title,url,time_added,tags,status,content
"My Tours - Turn your walks, museum tours and audio guides into apps",https://www.mytoursapp.com/,1506345514,tour,unread,
The Open Data Handbook,http://opendatahandbook.org/,1668939781,,unread,
Brightbook | Hate Bookkeeping? Love Brightbook,https://mybrightbook.com/,1542865305,,unread,
Piccolo Libro di MongoDB | Nicola Iarocci,http://nicolaiarocci.com/il-piccolo-libro-di-mongodb-edizione-italiana/,1476451032,,unread,
Visual calculus - Wikipedia,https://en.wikipedia.org/wiki/Visual_calculus,1707805964,,unread,
Su Milan Kundera - Nazione Indiana,https://www.nazioneindiana.com/2012/02/21/su-milan-kundera/,1485634877,,unread,
"The ""Mad Men"" Reading List | The New York Public Library",https://www.nypl.org/blog/2012/02/27/mad-men-reading-list,1550208414,,unread,
ECM: 40 favourites – That's How The Light Gets In,https://gerryco23.wordpress.com/2009/11/29/ecm-40-favourites/,1516117336,musica,unread,
Banoffee Pie - Cocinillas.es,http://www.cocinillas.es/2012/03/banofee-pie/,1428927799,,unread,
Handbook of Applied Cryptography,https://cacr.uwaterloo.ca/hac/,1703004383,,unread,
